title,press,date,summary,url
"고저스리무진, 카니발 하이리무진 법인차 부가세 공제 제공",빅데이터뉴스,2024-11-04,"최근 법인 사업자들 사이에서 카니발이 회장님 차로 불리며 법인차로 자리잡고 있다. 국토교통부와 카이즈유 데이터연구소의 통계에 따르면, 올해 1월부터 8월까지 등록된 법인차 중 카니발이 2만5098대를 기록하며 그랜저를 제치고 1위를 차지했다. 카니발의 인기 요인으로는 넓은 실내 공간과 다양한 좌석 구성...",http://www.thebigdata.co.kr/view.php?ud=2024110115403918076cf2d78c68_23
"""BYD, 일본 이어 한국도 공략 어려울 수도…렌터카·법인차 틈새시장 공략 가능성도""",매일신문언론사 선정,2024-12-03,"다만, 렌터카와 법인차 등 틈새시장을 공략해 시장 점유율을 높여갈 수 있다고 분석했다. 한국자동차모빌리티산업협회(KAMA)는 3일 'BYD 일본 시장... 다만, BYD가 렌터카와 법인차 등 틈새시장을 노리고 젊은 소비자층을 공략한다면 국내 브랜드를 위협할 수 있다고 KAMA는 분석했다. KAMA는 지커, 리프모터 등...",https://www.imaeil.com/page/view/2024120317111101041
'한국 큰손' 숨었다 ···법인차 연두색 기피 '슈퍼카' 비상,이뉴스투데이,2024-10-26,국토부는 법인 차량 업무용 외 사적 유용을 제재하겠다는 취지로 국토부는 지난 1월부터 차량가액 8000만원 이상 공공‧민간 법인 업무용 차량에 일반 차량과는 구별되는 연두색 번호판 부착을 시행하고 있다. 법인차 전용 번호판을 부착할 경우엔 유류비와 보험료 감가상각비 등을 합쳐 연간 최대...,http://www.enewstoday.co.kr/news/articleView.html?idxno=2191185
"'연두색 번호판' 안 달려 꼼수 썼나…국토부, 법인차 전수조사 착수",연합뉴스언론사 선정,2024-11-10,법인차 취득·기준가격 비교해 차이 크면 과세당국·경찰 인계 올해 초부터 신규·변경 등록하는 8천만원 이상의 법인 승용차에 적용되는 연두색 번호판 부착을 회피하려는 '꼼수'가 등장하자 소관 부서인 국토교통부가 올해 법인차 등록 건수에 대한 전수 조사에 착수했다. 세금 혜택을 받는 고가의...,https://www.yna.co.kr/view/AKR20241108152400003?input=1195m
'연두색' 도입하자 법인차 27% 급감...'다운' 꼼수 대책도 시급,KPI뉴스,2024-10-23,연두색 번호판이 도입되면서 올들어 법인차 등록이 30% 가까이 급감한 것으로 나타났다. 사적 유용을 막기 위한 목적이 어느정도 효과를 거두는... ▲ 지난 1월 8일 경기도 수원시 권선구 수원도시공사 번호판제작소에서 직원이 고가 법인차량 사적 사용과 탈세를 막기 위해 도입된 연두색 차량 번호판을...,https://www.kpinews.kr/newsView/1065581241949556
"일본차, 홀로 가속 페달···비결은 'HEV·법인차·YES재팬'",시사저널이코노미,2024-10-08,"일본차의 경우 국내에서 최근 인기가 올라간 하이브리드(HEV)와 더불어 상대적으로 낮은 법인차 비중, 일본 여행 활성화에 따른 노재팬 현상 약화... ◇ 일본차, 법인 비중 30% 밑돌아 HEV 뿐 아니라 법인차 비중이 상대적으로 낮은 것도 일본차 브랜드 흥행 요인으로 꼽힌다. 올해 정부가 고가 법인차에...",https://www.sisajournal-e.com/news/articleView.html?idxno=406300
새 수장 온 포르쉐코리아···법인차·벤츠 고객 흡수 '숙제',시사저널이코노미,2024-09-25,"포르쉐코리아가 내달부터 신임 대표 체제로 돌입하는 가운데, 법인차 판매 감소와 메르세데스-벤츠코리아 고객 흡수가 중요 과제가 될 전망이다. 25일... 우선 법인차 판매 감소다. 올해 정부가 법인차에 연두색 번호판을 적용하기로 하면서 포르쉐 법인차 판매량도 줄어들고 있는 상황이다....",https://www.sisajournal-e.com/news/articleView.html?idxno=405998
'연두색 번호판' 회피 '꼼수'…다운계약에 보험 가입자 바꿔 [2024 국감],이투데이,2024-10-07,"이투데이=세종=곽도흔 기자 | 상반기 8000만 원 이하 법인차 6290대, ""차량 등록 시스템 재정비 시급"" 고가 법인차를 막기 위해 연두색 번호판을 도입했지만 이를 피하기 위한 각종 수법과 이 수법들로 인한 탈세 의심 정황이 발견됐다. 7일 국회 국토교통위원회 소속 김은혜 국민의힘 의원(경기 분당을)이...",https://www.etoday.co.kr/news/view/2407148
‘쏙’ 들어간 고가 법인차⋯ ‘연두 번호판’ 효과 직방,경기일보언론사 선정,2024-09-15,8천만원 이상 법인차량... 지난해比 54.2% 감소 ‘법인차 연두색 번호판’ 부착 제도가 시행된 이후 올해 경기지역에서 고가 법인차 등록 대수가 크게 줄어든 것으로 나타났다. 사진은 8천만원 이상 법인차량에 부착되는 ‘연두색 번호판’. 경기일보DB ‘법인차 연두색 번호판’ 부착 제도가 시행된...,https://www.kyeonggi.com/article/20240911580285
"보가9 카니발 하이리무진 하이브리드, 첨단 기술과 세제 혜택으로 법인차 시장 수요 증가",더파워,2024-10-02,"특히 9인승 이상 법인차로 등록 시 10%의 부가가치세 환급 혜택을 받을 수 있으며, 6인 이상 탑승 시 고속도로 버스 전용차로 이용이 가능하다는 점이 기업들의 관심을 끌고 있다. 이러한 이유로 법인차 시장에서의 수요가 지속적으로 증가하고 있는 추세다. ㈜보가는 이러한 수요 증가에 대응하기 위해 충분한...",http://www.thepowernews.co.kr/news/articleView.html?idxno=143611
"고저스리무진 ""카니발 하이리무진… 법인차 시장에서 '달리는 오피스' 선호 증가""",뉴스핌,2024-10-17,"기업들의 법인차 선호도가 변화하고 있다. 카이즈유 데이터연구소가 국토교통부 통계를 분석한 결과, 올해 1월부터 8월까지 법인차 등록대수에서 카니발이 2만5098대로 1위를 차지했다. 이는 그동안 선두를 달리던 그랜저를 제치고 올라선 결과로, '달리는 오피스'로서의 기능성이 주요 요인으로 꼽힌다. 카니발의...",https://www.newspim.com/news/view/20241017000544
[경제쏙쏙] 사라진 슈퍼카·회장님차…연두색 번호판에 법인차 급감,연합뉴스TV,2024-08-30,"연두색 번호판이 도입되면서 고가 법인차 등록 대수가 크게 감소했다고 합니다. 특히 포르쉐의 감소세가 눈에 띈다고요. [기자] 네, 그렇습니다. 올해 들어 고가의 법인차 등록 대수가 작년과 비교해 크게 줄어든 것으로 나타났습니다. 카이즈유데이터연구소에 따르면 올해 1∼7월 8천만원 이상 법인차 등록...",http://www.yonhapnewstv.co.kr/MYH20240830015900641/?input=1825m
'연두색 번호판'은 창피했나…2024년 법인차 등록 1만대 '뚝',세계일보언론사 선정,2024-08-30,고가 법인차에 ‘연두색 번호판’을 달도록 하면서 해당 차량 등록 대수가 30% 가까이 줄어든 것으로 나타났다. 특히 고가 브랜드의 판매량 감소세가 뚜렷해 제도 도입이 판매 감소에 영향을 미친 것으로 보인다. 30일 카이즈유데이터연구소에 따르면 올해 1월부터 7월까지 8000만원 이상 법인차...,http://www.segye.com/newsView/20240830505156?OutUrl=naver
올해 고가 법인차 신차 등록 급감 “연두색 번호판 효과”,이데일리,2024-08-29,올해 1월 1일부터 8000만원 이상인 법인 차량에 ‘연두색 번호판’을 부착하도록 한 제도 시행 이후 고가 법인차 등록 대수가 눈에 띄게 줄어든 것으로 나타났다. 29일 카이즈유데이터연구소에 따르면 올해 1~7월 8000만원 이상 법인차 신차등록 대수는 대수는 2만7400대로 지난해 같은 기간(1만506대)보다...,http://www.edaily.co.kr/news/newspath.asp?newsid=03152086638992240
8000만원 이상 법인차 1만여대 감소...연두색 번호판 효과 컸다!,데일리카,2024-08-29,"일명 ‘회장님 차’로 불린 제네시스 G90, 벤츠 S클래스 등 법인차의 신차등록대수가 크게 감소됐다. 8000만원 이상의 법인차는 전년 같은 기간 대비 1만대 이상 준 것으로 나타났다. 29일 카이즈유데이터연구소에 따르면 올해들어 7월까지 8000만원 이상의 법인차 신차등록대수는 총 2만...",https://www.dailycar.co.kr/content/news.html?type=view&autoId=54057
‘연두색 번호판’ 회피 꼼수 법인차 키운 허술한 신고체계,조선비즈언론사 선정,2024-11-19,"거짓으로 취득가 낮춰 신고해도 못 걸러내 국토부 “다운계약서 걸러 낼 방안 강구 중” 정부가 고가 법인차에 연두색 번호판을 달지 않기 위해 꼼수를... 그동안 업무용으로 보기 어려운 고가 차량을 법인 명의로 등록해 세제 혜택을 받으면서 사적으로 쓰는 일이 많았는데, 법인차 식별을 용이하게 만들어...",https://biz.chosun.com/industry/car/2024/11/19/2GANQW5WB5FVHE2OEGBLOWZR24/?utm_source=naver&utm_medium=original&utm_campaign=biz
"김은혜 의원 ""법인차 '연두색 번호판' 회피 꼼수 만연…탈세의혹도""",비즈니스플러스,2024-10-08,/사진=김은혜 의원실 법인차 연두색 번호판을 피하기 위한 각종 편법 행위와 이에 따른 탈세 의심 정황이 대거 드러났다. 8일 국회 국토교통위원회 소속 김은혜 국민의힘 의원이 국토교통부로부터 제출받은 자료에 따르면 8000만원 이상 고가 법인차량에 부착되는 연두색 번호판을 회피하려는 불·편법...,https://www.businessplus.kr/news/articleView.html?idxno=71311
"""법인차 '연두번호판' 회피 꼼수로 탈세의혹…국토부, 규모 파악도 못해""",중앙일보,2024-10-06,"올해부터 취득가액 8000만원 이상인 법인차량에 ‘연두색 번호판’을 부착하는 제도가 시행된 가운데, 일부 법인이 이를 피하기 위해 차량가액을... 6일 중앙일보가 김은혜 국민의힘 의원(국회 국토교통위원회)실에 요청해 받은 국토교통부의 ‘수입 법인 차 차량 모델 및 신고가액’ 자료에 따르면, 국토부는...",https://www.joongang.co.kr/article/25282354
롤스로이스·벤틀리 울린 ‘연두색 번호판’… ‘고가 법인차’ 트렌드 바뀐다,에너지경제,2024-08-07,"법인차 사적 운용을 막기 위한 '연두색 번호판' 정책의 효과가 나타나고 있다. 호화스러운 롤스로이스, 벤틀리 등 럭셔리카 법인 수요는 줄고 토요타... 정부는 올해부터 법인차의 사적운용을 막기 위해 8000만원 이상의 법인차에 연두색 번호판 부착을 의무화 했다. 사회적인 시선을 통해 법인차의 사적...",https://www.ekn.kr/web/view.php?key=20240807028489789
허세의 '하차감'보다는 진정한 자신감의 '승차감' 느껴야,글로벌이코노믹,2025-04-07,"업계에서는 그 원인의 하나로 법인차의 연두색 번호판 부착을 꼽았다. 한 업계 관계자는 “고가 수입차를 구매하는 이들은 자동차를 과시의 한 수단으로 생각하는 만큼, 법인차로 구매했다는 사실이 드러날 경우 눈총을 받을 것을 우려해” 판매가 줄었다고 말했다. 다른 사람들의 눈총을 우려할 수도 있지만...",http://www.g-enews.com/ko-kr/news/article/news_all/202503111025401659e250e8e188_1/article.html
"현대차그룹, 법인차도 배터리 이상 징후 운전자에게 알린다",조선일보,2024-08-20,"징후를 법인차 운전자가 통보받을 수 있게 독려하겠다고 20일 밝혔다. 이달 초 인천 청라 전기차 화재 이후 배터리에 대한 소비자들의 불안이 커진 데에 따른 조치다. 현대차그룹의 모든 전기차는 고객에게 문자로 배터리셀 이상 징후를 통보하는 기능이 탑재돼 있지만, 법인차는 회사 명의여서 실제 운전자가...",https://www.chosun.com/economy/auto/2024/08/20/CQY3VRHHSFBJHG2ZDTXMT6WVJY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
'연두색 번호판' 1년…1억 넘는 수입차 판매 8년 만에 급감,아시아경제언론사 선정,2025-01-28,"고가 법인차의 사적 사용을 방지하기 위해 도입됐다. 윤석열 대통령의 대선 당시 대표 공약이기도 했다. 앞서 2023년 말 국토교통부가 '자동차 등록번호판 등의 기준에 관한 고시' 개정안을 행정예고하고, 지난해 1월부터 시행했다. 관용차를 포함한 취득가액 8000만원 이상의 법인 차량에 연두색...",https://view.asiae.co.kr/article/2025012812100140247
"""2억 BMW 법인차가 흰색?""...올 상반기 번호판 꼼수 차량 6000대 넘어",조세일보,2024-09-12,8000만 원 이상 법인 차량에 의무적으로 연두색 번호판을 부착하는 제도가 시행되자 이를 피하려는 꼼수가 등장하고 있는 것으로 나타났다. 국토교통부의 '수입 법인차 차량 모델 및 신고가액' 자료에 따르면 올 상반기 등록된 8000만 원 이상 고가 법인차량 수는 1만8898대로 집계됐으며 이 중 6290대는 연두색...,http://www.joseilbo.com/news/news_read.php?uid=525718&class=1&grp=
"'법인차'로 서울 간 이진숙, 왜 서강대 인근서 법카 긁었을까",오마이뉴스언론사 선정,2024-07-23,"2017~2018년 법인차량으로 100여 차례나 서울 출장을 다녀와 '사적 이용' 의혹이 불거진 가운데 비슷한 시기(2017년) 서울 마포구 서강대 언론대학원에 입학한 사실도 추가로 확인됐다. 아울러 서울 출장 당일 이 후보자가 서강대 인근 빵집에서 법인카드를 사용한 기록이 두 건 확인되면서, 법인차와...",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003048192&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
"[생생경제] '포르쉐 법인차' 타는 사장 아드님, 번호판은 흰색? ""다운 계약서 꼼수 여전",YTN,2024-09-11,"연두색 번호판, 이거 법인 차량이죠. 예전에는 그게 없었는데 연두색 번호판이 생겨서 이런 것들이 많이 문화 같은 것들을 바꾸고 있는 것 같습니다.연두색 번호판이 등장을 했는데 법인 차량 중에서도 전부 다 사는 건 ◇ 홍세욱 : 네. 우선 취득가 8천만 원 이상의 법인 차량에 부착하도록 되어 있는데 연두색...",https://www.ytn.co.kr/_ln/0102_202409110618172458
"보가9 카니발 하이리무진, 법인차 수요 급증… 첨단기술과 세금 혜택으로 제공",뉴스로드,2024-09-11,"보가9 카니발 하이리무진의 법인차 수요가 급증하고 있다. 최근 하이브리드 차량에 대한 소비자들의 관심이 급증하고 있다. 전문가들은 이러한 추세가... 이러한 가운데, 특장 전문 기업인 ㈜보가의 '보가9 카니발 하이리무진 하이브리드' 모델이 일반 소비자뿐만 아니라 법인 차량으로도 큰 인기를 끌고 있다....",http://www.newsroad.co.kr/news/articleView.html?idxno=31102
“연두 번호판 싫어요” 1억 넘는 수입 법인차 '뚝' [car톡],서울경제언론사 선정,2024-07-21,올해 들어 1억 원 넘는 고가 수입차 판매가 부진한 가운데 법인차 판매가 큰 폭으로 감소한 것으로 나타났다. 올초부터 8000만 원 넘는 법인차를 대상으로 연두색 번호판을 부착하도록 의무화하면서 판매 실적에 영향을 미친 것으로 보인다. 일반 소비자 중 절반 이상은 해당 규제와 관련해 가격기준...,https://www.sedaily.com/NewsView/2DBTQSZLIE
"취득가 낮춰 신고한 꼼수 법인차 6000대 ""'연두색 번호판' 안 달았네…""",중앙이코노미뉴스,2024-09-09,"올해 1월부터 취득가액 8000만 원 이상인 법인차량에 '연두색 번호판'을 부착하는 제도가 시행되자, 취득가를 거짓으로 낮춰 신고하는 '꼼수 법인차'들이 줄을 잇는다는 지적이 나온다. 8일 국회 국토교통위원회 소속 김은혜 국민의힘 의원실이 국토교통부로부터 제공받은 '수입 법인 차 차량 모델 및 신고...",https://www.foodneconomy.com/news/articleView.html?idxno=362237
[이자Car야] 법인차 시장 꽉잡은 제네시스 세단… `미니밴`이 뚫을까,디지털타임스,2024-08-04,렉서스 '디 올 뉴 LM500h' 출시 등록1위 현대차 'G90' 자리 넘봐 현대자동차의 프리미엄 브랜드 제네시스의 세단 G90가 주름잡던 럭셔리 법인차 시장에... 지난해 토요타코리아가 알파드로 미니밴 시장에 대한 수요를 확인한 만큼 한 차원 더 진화된 플래그십 모델로 법인차 시장을 공략할 방침이다. 강대환...,https://www.dt.co.kr/contents.html?article_no=2024080402109932091001&ref=naver
'연두색 번호판' 붙이는 건 좀...수입 법인차 등록 역대 최저 [앵커리포트],YTN,2024-07-09,"올해 수입 법인차 등록 비율이 급감했습니다. 상반기까지만 해도 33.6%에 그친 건데요. 지난해 같은 기간보다 8천 대 넘게 줄면서 역대 최저 수준을... 특히 1억 원 이상 고가 수입차 시장의 경우 법인차 비중이 큰 폭으로 감소했습니다. 올해 5월까지 억대 수입 법인차 판매는 1만 2,700여 대로 전년 대비 30.5...",https://www.ytn.co.kr/_ln/0102_202407092039553803
“연두색번호판 창피해서 못 타겠다?”…상반기 수입 법인차 등록 ‘역대 최저’,매일경제언론사 선정,2024-07-08,"올해 상반기 수입차 시장에서 법인차 등록 비율이 역대 최저 수준을 기록했다. 올해 1월부터 취득가액 8000만원 이상 법인 차량에 연두색 번호판을 부착하도록 한 제도의 영향으로 보인다. 8일 한국수입자동차협회에 따르면, 지난 1∼6월 국내에 등록된 전체 수입차는 12만5652대로, 이 가운데 법인명의...",https://www.mk.co.kr/article/11062038
"[단독] ""손회장님 차량구입비""…손태승, 처남 법인차 몰았다",SBS Biz언론사 선정,2024-10-11,손 전 회장이 올해 8월까지 처남 회사 법인차를 몰았던 사실이 드러났습니다. 오수영 기자 전해주시죠? [기자] 손태승 전 우리금융지주 회장은 올해 1월 처남 회사에서 차량을 제공받아 올해 8월까지 탄 것으로 확인됐습니다. 손 전 회장 처남 회사 중 한 곳에서 작성된 '손회장 님 차량구입비 GV80'이라는...,https://biz.sbs.co.kr/article_hub/20000195660?division=NAVER
"(모빌리티 칼럼) 법인차를 위한 연두색 번호판 도입, 시작부터 잘못됐다",전기신문,2024-07-01,이번 정부에서 대통령 공략 중의 하나가 현재 시행 중인 법인차 규제를 위한 연두색 번호판 도입이다. 올 1월 1일부터 도입한 현 제도는 장점보다는 단점이... 법인차는 법인 소속으로 차량을 구입하면서 각종 세제 혜택을 받고 기업 활동에 도움이 되고자 도입한 신차 구입제도이다. 그러나 중소기업 등에서...,https://www.electimes.com/news/articleView.html?idxno=339527
